"Name","Location","Price","Currency","Rating"
"Danah Aparthotel","Riyadh",360,"SAR","7.1"
"suknai","Riyadh",360,"SAR","5"
"Taleen Al Nadwa","Riyadh",360,"SAR","5"
"Comfort Inn Yarmukh","Riyadh",360,"SAR","6.6"
"Manazel Maali Suites","Al Hamra, Riyadh",360,"SAR","7.8"
"Kadi Hotel","Al Mikhlaf",360,"SAR","7.5"
"Queen Furnished Units","Al Thybiyah",360,"SAR","6.8"
"Maskan Al Dyafah Apartment","Dammam",360,"SAR","7.8"
"JW Inn Hotel","Al Khobar",360,"SAR","8.1"
"Hera Homes","Hera Street, Jeddah",360,"SAR","5"
"Blue Sands Al Bilsan Furnished Units","Dammam",360,"SAR","8.0"
"Gardinia Inn Furnished Units","Jeddah",360,"SAR","6.2"
"Hemdanet Alkhair","Hail",360,"SAR","8.8"
"Tera Al Salam Hotel","Mecca",360,"SAR","7.9"
"Al Waad Resort","Muhayil",360,"SAR","6.5"
"Msharef Al Moden Suites Jazan","Jazan",360,"SAR","7.7"
"Al Rafahya Crown","Riyadh",360,"SAR","5"
"Nafal Hotel Suites","Qal'at Bishah",360,"SAR","5"
"Lavender Suites Hotel","Rafha",360,"SAR","7.6"
"Dimah Abha","Abha",360,"SAR","3.9"
"Al Zawaia Al Raqiah","Khamis Mushayt",360,"SAR","6.5"
"Afaq Al Raha","Khamis Mushayt",360,"SAR","7.9"
"Layali Al Rayyis Chalets","Rayyis",360,"SAR","5"
"Al Shaiki Hotel","Al Jubail",360,"SAR","5"
"Hayat Rose Hotel Apartments","Riyadh",361,"SAR","8.0"
"Al Atlal Hotel","Al Khobar",362,"SAR","8.5"
"Suite Inn Hotel Riyadh","Al Sulimania, Riyadh",364,"SAR","8.1"
"Ashbilia Suites","Al Khobar",364,"SAR","6.6"
"Boudl Palestine","Jeddah",370,"SAR","7.9"
"Golden Garden AlMadhina Hotel","Medina",370,"SAR","8.3"
"Emaar Resident Hotel","",370,"SAR","7.5"
"Jeddah Gulf","Jeddah",371,"SAR","6.4"
"Relax Furnished Units","Arar",372,"SAR","7.1"
"Manbaa Alraha Aparthotel","Az Zulfi",372,"SAR","8.4"
"Manazilna Apartments Riyadh","Riyadh",372,"SAR","8.4"
"DALLA House Suites","Dammam",372,"SAR","8.3"
"Laten Suites","Jeddah",373,"SAR","7.7"
"Marsa Al Hamra Hotel Apartments","Al Hamra, Jeddah",376,"SAR","7.5"
"Qasr Al Ertiqaa Hotel Apartments","Abha",378,"SAR","8.4"
"Almuhaidb Residence Al Jubail","Al Jubail",378,"SAR","7.4"
"AlMuhaidb Residence Alkhafji","Khafji",378,"SAR","8.8"
"Reality Suites","Dammam",378,"SAR","7.3"
"Four Seasons Hotel Apartments","Al Jubail",378,"SAR","6.7"
"Remaz Furnished Apartment","Al Sulimania, Riyadh",378,"SAR","8.0"
"Alshaheen Suites","Jeddah",380,"SAR","7.2"
"Renz Hotel Jeddah","Jeddah",380,"SAR","8.1"
"The View","Al Hofuf",380,"SAR","8.3"
"Toot House","Taif",380,"SAR","7.8"
"Abha Park Furnished Units","Abha",380,"SAR","8.2"
"Hala Onaizah","Unayzah",380,"SAR","5"
"Wahat Al Nafil","Riyadh",380,"SAR","5"
"Makarim Palm Hotel","Rabigh",380,"SAR","8.0"
"Lavona Inn","Al Jubail",380,"SAR","6.6"
"Blue Sands Plaza","Al Olayya, Al Khobar",380,"SAR","5"
"Nawara Sulimania Askary","Al Sulimania, Riyadh",380,"SAR","7.9"
"Raoum Inn Buraydah","Buraydah",380,"SAR","7.3"
